tweet,stemming,label
"iphone 7 diprediksi sampe 2021 seingetku.
minusnya di batrai, yang sangat2 boros, emang iphone minusnya di situ.
","['iphone', 'prediksi', 'seingetku', 'minus', 'baterai', 'boros', 'iphone', 'minus', 'situ']",-1
"@Askmenfess JANGAN IPHONE KALO PENGEN baterai AWET, KARNA ASLINYA SUNGGUH2 BOROS","['iphone', 'pengin', 'baterai', 'awet', 'asli', 'sungguh', 'boros']",-1
@Askmenfess gatau mau rekomen hp apa tp jgn iphone batere ny boros,"['enggak tau', 'rekomen', 'handphone', 'iphone', 'baterai', 'boros']",-1
Pakai iphone boros banget baterai ðŸ˜­,"['pakai', 'iphone', 'boros', 'banget', 'baterai']",-1
"@hngssraya @askmenfess Tapi wajar aja sih, kapasitas baterai iPhone emang ga sebesar hape lainnya terutama android jadi ya wajar kalau boros wkwk","['wajar', 'kapasitas', 'baterai', 'iphone', 'handphone', 'android', 'wajar', 'boros']",-1
"Kebiasaan make andro, pas maka iphone ya allah boros baterainya ðŸ˜ª","['biasa', 'pakai', 'andro', 'pas', 'iphone', 'allah', 'boros', 'baterai']",-1
Iphone tp baterainya boros bgt gilak https://t.co/2GHBQh2gix,"['iphone', 'baterai', 'boros', 'banget', 'gila']",-1
@shyuk_kiyowo Karena pake iphone boros sekali,"['pakai', 'iphone', 'boros']",-1
Iphone tapi btre nya boros bngt dahðŸ˜©,"['iphone', 'btre', 'boros', 'banget']",-1
@jek___ PADAHAL BATERAI IPHONE BOROS BANGET,"['baterai', 'iphone', 'boros', 'banget']",-1
"@mrkr_1 Aku mau ganti iPhone ku yang udh boros bgt battreynya, kemana mana harus bawa powerbank. Udh gtu klo tlfn sama vc harus pake headset biar dgr :(","['ganti', 'iphone', 'ku', 'boros', 'banget', 'battreynya', 'mana', 'bawa', 'powerbank', 'tlfn', 'video call', 'pakai', 'headset', 'dengar']",-1
Pusing pikir baterai iphone ini boros ðŸ˜•ðŸ˜•ðŸ˜•ðŸ˜•,"['pusing', 'pikir', 'baterai', 'iphone', 'boros']",-1
"iphone tuh kekurangannya : baterai boros, kalo udah habis baterai harus selalu bawa kabel sendiri, karna kabelnya beda, iphone egois lah wkwk. kelebihannya : kamera bagus.","['iphone', 'kurang', 'baterai', 'boros', 'habis', 'baterai', 'bawa', 'kabel', 'kabel', 'beda', 'iphone', 'egois', 'lebih', 'kamera', 'bagus']",-1
"asli iphone 7 panas nya ga karu2an, trus baterainya boros parah cuy. ","['asli', 'iphone', 'panas', 'karuan', 'baterai', 'boros', 'parah']",-1
"@ngalamfess gae iphone baterai ne boros, selebihe menurutku enak. pokok e nyikso bgt baterai","['gae', 'iphone', 'baterai', 'boros', 'selebihe', 'turut', 'pokok', 'nyikso', 'banget', 'baterai']",-1
"@tanya2rl iphone overall bagus banget 
cuman battery nya boros, app nya gak sebanyak android, apa2 harus beli gak bisa bajakan","['iphone', 'overall', 'bagus', 'banget', 'cuman', 'battery', 'boros', 'app', 'android', 'beli', 'baja']",-1
Batere iphone ini emang sungguh luar biaaaaasa boros,"['baterai', 'iphone', 'sungguh', 'biaaaaasa', 'boros']",-1
"@awkarin Iphone kakk, huhu baterai nya udah boros, trs case hp nya udah lepas sampe keliatan baterai tanem nyaðŸ˜­ padahal sekolah butuh hp terus ðŸ˜­","['iphone', 'huhu', 'baterai', 'boros', 'case', 'handphone', 'lepas', 'baterai', 'tanem', 'sekolah', 'butuh', 'handphone']",-1
kesel nya make iphone boros banget di baterai astaga -_______-,"['kesel', 'pakai', 'iphone', 'boros', 'banget', 'baterai']",-1
"sejauh ini iphone emang boros dibaterai (efek udah 2 taun jadi harus ganti baterai), tapi spesifikasi masih cakep karna upgrade ios terus,ga lola, kamera nya juga masih bagus2 aja.","['iphone', 'boros', 'di baterai', 'efek', 'ganti', 'baterai', 'spesifikasi', 'cakep', 'upgrade', 'ios', 'terusga', 'lola', 'kamera', 'bagus']",-1
Ketapi hp iphone ku baterainya boros  kira kira ganti baterai brapa ya,"['ketap', 'handphone', 'iphone', 'ku', 'baterai', 'boros', 'ganti', 'baterai']",-1
@dianitaputrri Makanya aku beralih ke samsung tuh karena males iphone tuh boros batere,"['alih', 'samsung', 'malas', 'iphone', 'boros', 'baterai']",-1
@aapgit iPhone baterai boros ngecas nya lama :(,"['iphone', 'baterai', 'boros', 'ngecas']",-1
"Gw heran sama temen"" yg kemana mana pake hp iPhone udah tau baterainya boros tetep aja dipake","['heran', 'teman', 'mana', 'pakai', 'handphone', 'iphone', 'baterai', 'boros', 'pakai']",-1
@chokescnyou yuk sini wqwqwqwq problemnya cuma boros baterai doang kalo dipake :3 iphone ala ala ini borosnya,"['wqwqwqwq', 'problem', 'boros', 'baterai', 'doang', 'pakai', 'iphone', 'ala', 'ala', 'boros']",-1
@tubirfess Cepet panas iphone tuh terus juga baterainya boros,"['cepat', 'panas', 'iphone', 'baterai', 'boros']",-1
iphone baterai nya boros,"['iphone', 'baterai', 'boros']",-1
"@tubirfess dulu sempet pake iphone, baterenya boros banget allahu udah tau gue orangnya suka males bawa charger :( terus mau mindahin file ke laptop juga ribetnya naudzubillah","['pakai', 'iphone', 'baterenya', 'boros', 'banget', 'allahu', 'orang', 'suka', 'malas', 'bawa', 'charger', 'mindahin', 'file', 'laptop', 'ribetnya', 'naudzubillah']",-1
baterai iphone boros :( ,"['baterai', 'iphone', 'boros']",-1
TAPI perlu diingat  iPhone semua BOROS baterai ketimbang android,"['iphone', 'boros', 'baterai', 'ketimbang', 'android']",-1
Iphone aku baterainya boros cekali,"['iphone', 'baterai', 'boros', 'cekal']",-1
"@askmenfess baterai iphone boros. 

itu baterai apa isi dompetkuðŸ˜¢","['baterai', 'iphone', 'boros', 'baterai', 'isi', 'dompet']",-1
iphone boros bgt njir,"['iphone', 'boros', 'banget']",-1
temen aku yang User iPhone 7 juga jadi boros baterai kata dia. ,"['teman', 'user', 'iphone', 'boros', 'baterai']",-1
@makemac Di iPhone 7plus saya baterainya jd boros bgt ðŸ˜­,"['iphone', 'plus', 'baterai', 'boros', 'banget']",-1
"kelebihan iphone pas di upgrade: tambah smooth layarnya
kekurangan: boros baterai cuk:(","['lebih', 'iphone', 'pas', 'upgrade', 'smooth', 'layar', 'kurang', 'boros', 'baterai']",-1
@Qewnut111 @finouyey kalo boros mh pasti kan iphone terkenal boros baterai wkwk,"['boros', 'iphone', 'kenal', 'boros', 'baterai']",-1
iphone desainnya lebih mewah. Kurangnya diharga sama baterai boros aja sih,"['iphone', 'desain', 'mewah', 'kurang', 'harga', 'baterai', 'boros']",-1
@hurtfulsummer Ih makanya ga bole sombong palagi iPhone 5 yg baterainya boros amat itu ðŸ˜­,"['sombong', 'palagi', 'iphone', 'baterai', 'boros']",-1
iphone baterainya emg boros bgt ,"['iphone', 'baterai', 'boros', 'banget']",-1
@Kalsbatalbit Kalau mau make iphone emang harus make 2 hp. Krn iphone emang boros,"['pakai', 'iphone', 'pakai', 'handphone', 'iphone', 'boros']",-1
"Iphone boros bgt baterainya anxeng, ketapi pada mau beli iph-_-
","['iphone', 'boros', 'banget', 'baterai', 'anxeng', 'ketap', 'beli', 'iphone']",-1
"@apia____ Pindah kelain hati aku apia, pake iphone baterai boros prhhh","['pindah', 'lain', 'hati', 'apia', 'pakai', 'iphone', 'baterai', 'boros', 'prhhh']",-1
@askmenfess Iphone kekurangan boros batrai,"['iphone', 'kurang', 'boros', 'baterai']",-1
Bete anjir make iphone gak seneng gue yg boros begini hadeh,"['bete', 'pakai', 'iphone', 'senang', 'boros']",-1
"@askmenfess Nyesel w make iphone,buat pubg borosðŸ˜­","['sesal', 'pakai', 'iphonebuat', 'pubg', 'boros']",-1
Ganti andro aja drpda pake iphone lama.. Iphone repot soalnya boros baterai bgt,"['ganti', 'andro', 'drpda', 'pakai', 'iphone', 'iphone', 'repot', 'boros', 'baterai', 'banget']",-1
Iphone Cmn msh boros baterai aja ga sembuh2,"['iphone', 'cuman', 'boros', 'baterai', 'sembuh']",-1
"Iphone minus: boros baterai
plus: kameranya jernih","['iphone', 'minus', 'boros', 'baterai', 'plus', 'kamera', 'jernih']",-1
"Iphone kameranya bagus kalo buat sg bagus ga grenyek gituu,
Tampilan layar iphone bagus aja, tp boros baterai","['iphone', 'kamera', 'bagus', 'snapgram', 'bagus', 'grenyek', 'tampil', 'layar', 'iphone', 'bagus', 'boros', 'baterai']",-1
Iphone minus boros bgt baterainya woe,"['iphone', 'minus', 'boros', 'banget', 'baterai']",-1
"tapi daa nii baterai iphone boros bgt,, padahal kesehatannya masih bagus","['baterai', 'iphone', 'boros', 'banget', 'sehat', 'bagus']",-1
Gak pake iphone karna boros bgt baterainya,"['pakai', 'iphone', 'boros', 'banget', 'baterai']",-1
Eh iPhone kan baterainya emang boros sih ya.... ,"['iphone', 'baterai', 'boros']",-1
@gitagitoks Mampus iphone boros,"['mampus', 'iphone', 'boros']",-1
"Iphone ashuuu emang, boros bgt baterai .","['iphone', 'boros', 'banget', 'baterai']",-1
Iphone baterainya boros bngt,"['iphone', 'baterai', 'boros', 'banget']",-1
Baterai drop pakai iPhone boros,"['baterai', 'drop', 'pakai', 'iphone', 'boros']",-1
Masalah baterai boros sudah pengalaman waktu pake iphone ,"['baterai', 'boros', 'alam', 'pakai', 'iphone']",-1
@lightyouvin IPHONE BOROS baterai TIDAK COCOK UNTUK GAMERS TQ,"['iphone', 'boros', 'baterai', 'cocok', 'gamers', 'tq']",-1
"Pernah juga, ke binplaz makan di KFC. Cuma untuk numpang charger huahahha. Hp iphone emang boros bgt kan baterainya ðŸ˜£","['binplaz', 'makan', 'kfc', 'numpang', 'charger', 'huahahha', 'handphone', 'iphone', 'boros', 'banget', 'baterai']",-1
"Aku gak suka iphone,
Boros baterai soalnya lgi aku suka ngegame. https://t.co/ttPRZM2l46","['suka', 'iphone', 'boros', 'baterai', 'suka', 'ngegame']",-1
iPhone lebih aman dan mudah meskipun lebih boros baterai,"['iphone', 'aman', 'mudah', 'boros', 'baterai']",-1
"Pake iphone gapapa boros baterai, yg penting story ga pecah karna kamera nya jernih bgt https://t.co/LQZdeSTZWf","['pakai', 'iphone', 'gapapa', 'boros', 'baterai', 'story', 'pecah', 'kamera', 'jernih', 'banget']",-1
"Jdi ya itu knp iphone cpt boros batery, karna kapasitas baterainya kecil","['iphone', 'cepat', 'boros', 'batery', 'kapasitas', 'baterai']",-1
iphone boros bgt jir baterainya,"['iphone', 'boros', 'banget', 'baterai']",-1
kekurangan iphone cuma satu baterainya boros,"['kurang', 'iphone', 'baterai', 'boros']",-1
Ku gasuka iPhone krn boros sekaleh baterenya ,"['ku', 'gasuka', 'iphone', 'boros', 'sekaleh', 'baterenya']",-1
"Iphone batterainya boros,kamera bener-bener real dan jernih","['iphone', 'batterainya', 'boroskamera', 'benerbener', 'real', 'jernih']",-1
"baterai iphone boros
","['baterai', 'iphone', 'boros']",-1
"Apa cuma iphone gue yang bener bener boros batterynya ðŸ™ƒ apalagi pas dengerin lagu di spotify, 1 lagu 5 persen battery berkurang ðŸ˜¶","['iphone', 'boros', 'batterynya', 'pas', 'dengar', 'lagu', 'spotify', 'lagu', 'persen', 'battery', 'kurang']",-1
"iphone emg boros baterai sih, tapi desainnya bagus dan ringan wkwk","['iphone', 'boros', 'baterai', 'desain', 'bagus', 'ringan']",-1
"@_rlthingy minusnya boros baterai sih, udah ada 4 tahunan pakai iPhone.","['minus', 'boros', 'baterai', 'tahun', 'pakai', 'iphone']",-1
baterai iphone boros bgt najjjjjj kesel tp mo gimana huh,"['baterai', 'iphone', 'boros', 'banget', 'najjjjjj', 'kesel']",-1
Battery iPhone XR emang agak sedikit boros ya?,"['battery', 'iphone', 'xr', 'boros']",-1
"Oh gitu, memang iphone boros baterainya","['iphone', 'boros', 'baterai']",-1
Baterai iphone boros temen si cukðŸ˜¡,"['baterai', 'iphone', 'boros', 'teman']",-1
ini pake iphone satu lagi;( yang baterai nya boros bgt harus sediain powerbank....,"['pakai', 'iphone', 'baterai', 'boros', 'banget', 'ain', 'powerbank']",-1
"@askmenfess Tergantung, kl suka ngegame jgn iphone. Boros","['gantung', 'suka', 'ngegame', 'iphone', 'boros']",-1
@askmenfess Baterai iphone berapapun boros nderrr ðŸ˜­ðŸ˜­,"['baterai', 'iphone', 'boros', 'nderrr']",-1
Masuk akal sih iPhone terkenal agak boros baterai https://t.co/ixHDN5ZOyo,"['akal', 'iphone', 'kenal', 'boros', 'baterai']",-1
"aaaa anjink baterai boros bgt, yg pake iphone pada dpt brp jam dari 100-0","['aaaa', 'anjink', 'baterai', 'boros', 'banget', 'pakai', 'iphone', 'jam']",-1
ketapi iphone boros bgt battery ya... ,"['ketap', 'iphone', 'boros', 'banget', 'battery']",-1
iPhone tuh baterainya boros parah. ,"['iphone', 'baterai', 'boros', 'parah']",-1
Iphone boros baterai gaksukaa,"['iphone', 'boros', 'baterai', 'gaksukaa']",-1
Hp gue baterainya boros bgt iphone,"['handphone', 'baterai', 'boros', 'banget', 'iphone']",-1
@dnura_ Ayo ganti ke ke iPhone biar bisa ngerasain boros battery,"['ayo', 'ganti', 'iphone', 'rasai', 'boros', 'battery']",-1
@tanya2rl iphone emang boros apalagi kalo lu suka mainin ya makin boros,"['iphone', 'boros', 'suka', 'mainin', 'boros']",-1
Mulai lelah dengan iphone yang super boros baterai dan kuota ini,"['lelah', 'iphone', 'super', 'boros', 'baterai', 'kuota']",-1
iphone ketapi boros amat si yaAllah,"['iphone', 'ketap', 'boros', 'yaallah']",-1
"@izoelsaka aku jg suka game makanya mau ganti andro, iphone boros banget baterainya sebel","['suka', 'game', 'ganti', 'andro', 'iphone', 'boros', 'banget', 'baterai', 'sebel']",-1
Ternyata iphone baterainya lebih boros lagii,"['iphone', 'baterai', 'boros']",-1
Kalo iphone menurutku boros kalo dipake buat men gem,"['iphone', 'turut', 'boros', 'pakai']",-1
"@askmenfess samsung ajadeh, iphone parah baterainya boros bgt lama2","['samsung', 'ajadeh', 'iphone', 'parah', 'baterai', 'boros', 'banget']",-1
Penyakit iphone  - baterai boros,"['sakit', 'iphone', 'baterai', 'boros']",-1
"Alasan jarang pake iphone
Bateraiku boros. Di kerjaan kalo lupa bawa usb hp harus mati ðŸ˜‘","['alas', 'jarang', 'pakai', 'iphone', 'baterai', 'boros', 'kerja', 'lupa', 'bawa', 'usb', 'handphone', 'mati']",-1
klo konser kayak nya ga cocok pake iphone anjir btre nya boros ntar lg fancam yg mantep2 tbtb mati ,"['konser', 'cocok', 'pakai', 'iphone', 'btre', 'boros', 'entar', 'fancam', 'mantap', 'mati']",-1
"Iphone bagusnya kamera jernih, trs spesifikasi cepet. Kurangnya Cuma di baterai aja yg boros

","['iphone', 'bagus', 'kamera', 'jernih', 'spesifikasi', 'cepat', 'kurang', 'baterai', 'boros']",-1
iPhone kerasa boros banget baterainya,"['iphone', 'rasa', 'boros', 'banget', 'baterai']",-1
"HPku jg panas terus :( bosen ngecas, boros bgt baterai iphone tu. Capek sih tapi ya gimana lagi ~ dudududu https://t.co/Xhg7se6t8y","['hpku', 'panas', 'bosan', 'ngecas', 'boros', 'banget', 'baterai', 'iphone', 'capek', 'dudududu']",-1
semua baterai Iphone itu boros ya ,"['baterai', 'iphone', 'boros']",-1
Aku pake iphone ngerasa boros baterai bgt,"['pakai', 'iphone', 'boros', 'baterai', 'banget']",-1
@tanyarlsub Yang namanya iphone itu pasti boros,"['nama', 'iphone', 'boros']",-1
Mon maap ku sudah tdk memakai iphone lg karna iphone emg gtu baterai nya boros bgt gilaðŸ˜­ https://t.co/72er2VDfxp,"['maaf', 'ku', 'pakai', 'iphone', 'iphone', 'baterai', 'boros', 'banget', 'gila']",-1
kdg setelah make iphone gini suka mikir ketapi baterainya boros bgt sih bgst,"['kadang', 'pakai', 'iphone', 'suka', 'mikir', 'ketap', 'baterai', 'boros', 'banget']",-1
@stanterles @detikcom @20detik Masa cuman iphone aja yg boros baterai,"['cuman', 'iphone', 'boros', 'baterai']",-1
batere iphone itu Bener bener kaya boros banget .,"['baterai', 'iphone', 'boros', 'banget']",-1
Ada kesamaan antara baterai iphone dan gaji gue. Sama sama boros,"['sama', 'baterai', 'iphone', 'gaji', 'boros']",-1
@ddaladdala klo iphone emng boros,"['iphone', 'boros']",-1
@haypikdul iphone emg boros bgt wkwk eh iphone bukan sihwkwk,"['iphone', 'boros', 'banget', 'iphone', 'sihwkwk']",-1
@askmenfess Iya iphone gua jg boros bgt gara2 ml-an mulu,"['iphone', 'gua', 'boros', 'banget', 'gara', 'mlan', 'mulu']",-1
iPhone boros sekali baterainya  nil!!!!!!!!!!!!!!,"['iphone', 'boros', 'baterai', 'nil']",-1
Sedang mematikan iPhone. Akhir2 ini makin boros aja baterai nya,"['mati', 'iphone', 'boros', 'baterai']",-1
Memang iPhone boros baterai ðŸ¤£ðŸ¤£ðŸ¤£,"['iphone', 'boros', 'baterai']",-1
"@nessiejudge @asumsico @Gustika iphone memang gie kak, boros akakakak","['iphone', 'gie', 'boros', 'akakakak']",-1
"Iphone itu 
baterainya boros kamera bagus, asli ga tipu
desainnya bagus
","['iphone', 'baterai', 'boros', 'kamera', 'bagus', 'asli', 'tipu', 'desain', 'bagus']",-1
Iphone baterai cepet boros ,"['iphone', 'baterai', 'cepat', 'boros']",-1
Iphone baterainya boros bener wkwk mesti sedia powerbank. ,"['iphone', 'baterai', 'boros', 'mesti', 'sedia', 'powerbank']",-1
Dan yg iPhone juga boros baterai nyaa ,"['iphone', 'boros', 'baterai']",-1
"Hemat baterai, krn iphone tuh boros ","['hemat', 'baterai', 'iphone', 'boros']",-1
"@xisnanx Iya iya anak iphone, baterai boros.","['anak', 'iphone', 'baterai', 'boros']",-1
"iphone itu baterai nya boros, ya walaupun tergantung pemakaian sih, trs kalo di kamera emang iphone lebih bagus","['iphone', 'baterai', 'boros', 'gantung', 'pakai', 'kamera', 'iphone', 'bagus']",-1
"Iphone ketapi baterai kamu boros banget. 
","['iphone', 'ketap', 'baterai', 'boros', 'banget']",-1
"Make iPhone boros baterai, jadi kek semacem butuh HP kedua ~","['pakai', 'iphone', 'boros', 'baterai', 'semacem', 'butuh', 'handphone']",-1
@askmenfess gatau deh gapernah ngitung.. yang jelas iphone tu emg boros baterai. tapi ngisinya cepet jg,"['enggak tau', 'enggak pernah', 'ngitung', 'iphone', 'boros', 'baterai', 'ngisinya', 'cepat']",-1
@dindalollyy 6s tp kalo iphone baterainya boros,"['iphone', 'baterai', 'boros']",-1
"Temen ku pake iphone 6, boros baterai juga iya","['teman', 'ku', 'pakai', 'iphone', 'boros', 'baterai']",-1
mau jd iphone user lg:( cuman w ganyaman bgt kalo baterainya udh boros hhhh,"['iphone', 'user', 'cuman', 'ganyaman', 'banget', 'baterai', 'boros', 'hhhh']",-1
baterai iphone gue boros banget ya Allah,"['baterai', 'iphone', 'boros', 'banget', 'allah']",-1
@shaniaaryanto Iphone mah emang boros bgtt,"['iphone', 'boros', 'banget']",-1
"iphone se
+ kameranya menurut gw bagus
- boros baterai
","['iphone', 'kamera', 'bagus', 'boros', 'baterai']",-1
"@dumbjuyeon SAMAA BGT RIEFFF SUMPAH problem utama iphone kayanya baterainya ya boros bgt hpku udah kaya komputer dicolokin mulu ke listrik, mana gbs dimasukin simcard lg trs homebuttonnya dah mulai rusak haduh pusing bgtðŸ¤¢","['banget', 'riefff', 'sumpah', 'problem', 'utama', 'iphone', 'kaya', 'baterai', 'boros', 'banget', 'hpku', 'komputer', 'dicolokin', 'mulu', 'listrik', 'enggak bisa', 'masuk', 'simcard', 'homebuttonnya', 'rusak', 'aduh', 'pusing', 'banget']",-1
"Iphone mahal baterainya boros Kemana-mana harus bawa powerbank
","['iphone', 'mahal', 'baterai', 'boros', 'kemanamana', 'bawa', 'powerbank']",-1
"Budaya kita itu pakai iPhone dan ribut masalah baterai boros
","['budaya', 'pakai', 'iphone', 'ribut', 'baterai', 'boros']",-1
kalo iphone kan emg sensi dan boros baterai mau itu inter atau kaga.,"['iphone', 'sensi', 'boros', 'baterai', 'inter']",-1
baterai iphone tapi boros bngt si gue nge cas bisa 3 kali sehari,"['baterai', 'iphone', 'boros', 'banget', 'cas', 'hari']",-1
sempet pake iphone baterainya boros bgt juga huhu,"['pakai', 'iphone', 'baterai', 'boros', 'banget', 'huhu']",-1
"Sebenarnya kangen makai iphone, dlu sempat punya tp krn boros baterai akhirnya kutinggalkan","['kangen', 'maka', 'iphone', 'boros', 'baterai', 'tinggal']",-1
"@sayangsungwoon Aku pake, trs aku museum kan. Karna fangirl kurang cocok pake iphone :') cepet panasss sama baterainya boros minta ampun","['pakai', 'museum', 'fangirl', 'cocok', 'pakai', 'iphone', 'cepat', 'panasss', 'baterai', 'boros', 'ampun']",-1
Boros bener ini iphone dah battery nya =___=,"['boros', 'iphone', 'battery']",-1
Yaelah iPhone boros baterai,"['iphone', 'boros', 'baterai']",-1
Baru juga full udah banyak bgt turunnya iphone sangat boros,"['full', 'banget', 'turun', 'iphone', 'boros']",-1
"Pernah pake iPhone 5S beberapa bulan, terus ngerasa gak nyaman karena baterainya boros, akhirnya ganti ke Android. ","['pakai', 'iphone', 'nyaman', 'baterai', 'boros', 'ganti', 'android']",-1
kalo menurut aku sih wkwk iphone enak cuma itu ribet ajah baterai boros hihi,"['iphone', 'ribet', 'baterai', 'boros']",-1
emmm kalo iPhone cuma mikir baterai doang yg boros wkwk ,"['emmm', 'iphone', 'mikir', 'baterai', 'doang', 'boros']",-1
"Alasan saya tidak berminat pada iphone adalah cepat panas dan baterai boros
","['alas', 'minat', 'iphone', 'cepat', 'panas', 'baterai', 'boros']",-1
"Iphone, karena sekali pake nyaman terossss huhuu, boros di baterai sih klo ip, cuma kameranya bener2 jernih, desainnya simple aja gitu","['iphone', 'pakai', 'nyaman', 'huhuu', 'boros', 'baterai', 'iphone', 'kamera', 'jernih', 'desain', 'simple']",-1
Iphone boros bngt si baterai ny,"['iphone', 'boros', 'banget', 'baterai']",-1
"Baterai hp andro dah kayak baterai iphone aja, boros.","['baterai', 'handphone', 'andro', 'baterai', 'iphone', 'boros']",-1
Sebenernya bukan masalah hemat baterai sih. iPhone kan emang terkenal boros ,"['hemat', 'baterai', 'iphone', 'kenal', 'boros']",-1
"Iphone 6
Minus baterai boros,cepet panas","['iphone', 'minus', 'baterai', 'boroscepet', 'panas']",-1
Gemes bgt g si btw kamera iphone keren amat y padahal pas foto gelap bgt tp tbtb jd terang gini https://t.co/D2uO6jThYN,"['gemas', 'banget', 'kamera', 'iphone', 'keren', 'pas', 'foto', 'gelap', 'banget', 'terang']",0
IPhone kameranya keren bgt,"['iphone', 'kamera', 'keren', 'banget']",0
"Dulu pengen bgt beli iPhone, tp gk jdi karna tau baterai iphone boros","['pengin', 'banget', 'beli', 'iphone', 'baterai', 'iphone', 'boros']",-1
"jd inget dulu temen sekamar pas kuliah mau ganti hp. dia mau ganti iphone 11, karna kameranya keren

keren mah kaga, takut dicomot orang iyaðŸ™‚ https://t.co/VJ6ZBVe57v","['teman', 'kamar', 'pas', 'kuliah', 'ganti', 'handphone', 'ganti', 'iphone', 'kamera', 'keren', 'keren', 'takut', 'comot']",0
Iseng ajj pen nyoba iphone selain krn penasaran emang karena kameranya keren,"['iseng', 'pengin', 'coba', 'iphone', 'penasaran', 'kamera', 'keren']",0
Keren bat tadi coba Iphone 13 kameranya jernih,"['keren', 'banget', 'coba', 'iphone', 'kamera', 'jernih']",0
"iPhone 14 Pro keren banget kameranya  ðŸ¤©
","['iphone', 'pro', 'keren', 'banget', 'kamera']",0
"Standar hidup orang indo, punya iphone karna kameranya jernih, tpi baterainya boros https://t.co/oRSCZ3HyIa","['standar', 'hidup', 'indonesia', 'iphone', 'kamera', 'jernih', 'baterai', 'boros']",-1
"Iphone juga spesifikasinya bagus lebih tahan lama, walaupun baterainya boros bgt","['iphone', 'spesifikasi', 'bagus', 'tahan', 'baterai', 'boros', 'banget']",-1
Jujur gw emg suka sama tampilan dan desain iphone. Kek keren gtu. ,"['jujur', 'suka', 'tampil', 'desain', 'iphone', 'keren']",0
Baru pake iPhone aja udah kek ngerasa keren bgt kali yak? Padahal baterainya boros,"['pakai', 'iphone', 'keren', 'banget', 'baterai', 'boros']",-1
"Beli iphone biar keren,padahal baterainya boros parah","['beli', 'iphone', 'kerenpadahal', 'baterai', 'boros', 'parah']",-1
Pasti keren tuh kamera iPhone nya ya bang. ðŸ¤­ðŸ¤­,"['keren', 'kamera', 'iphone', 'bang']",0
Hasil foto kamera iphone mu keren jernih gitu,"['hasil', 'foto', 'kamera', 'iphone', 'mu', 'keren', 'jernih']",0
Iphone 13 Mini keren juga kameranyaðŸ¤”,"['iphone', 'mini', 'keren', 'kamera']",0
resolution kameranya nya iphone 12 13 buat ngevlog mirip bgt kaya pake kamera professional gt deh keren,"['resolution', 'kamera', 'iphone', 'ngevlog', 'banget', 'pakai', 'kamera', 'professional', 'keren']",0
"Untuk seukuran kamera Iphone, biarpun pake CG, keren parah sih ini. https://t.co/52H74mQOk0","['ukur', 'kamera', 'iphone', 'pakai', 'cg', 'keren', 'parah']",0
DIAMBIL FOTONYA TANGGAL 7 FEBRUARI Kwkwk PLS KOK BISA SIH IPHONE KEREN BGT KAMERANYA,"['ambil', 'foto', 'tanggal', 'februari', 'pls', 'iphone', 'keren', 'banget', 'kamera']",0
"klo di iphone sih hasil fotonya keren, klo di android jelek gini https://t.co/kyq7ddwjLM","['iphone', 'hasil', 'foto', 'keren', 'android', 'jelek']",0
"@matchamilkboba @pinotski Dari awal saya pake iphone 2g, first generation, memang kamera iphone keren, iphone lama kenaknya di low light, sekarang mentok di 6s dan kamera masih ok ditambah lagi pakai aplikasi @halide makin kece tu hasil jepretannya","['pakai', 'iphone', 'first', 'generation', 'kamera', 'iphone', 'keren', 'iphone', 'nak', 'low', 'light', 'mentok', 'kamera', 'tambah', 'pakai', 'aplikasi', 'kece', 'hasil', 'jepret']",0
KEREN BGT KAMERA IPHONE ,"['keren', 'banget', 'kamera', 'iphone']",0
"Adoeh, mau iphone hasil foto kameranya jernih bgt","['adoeh', 'iphone', 'hasil', 'foto', 'kamera', 'jernih', 'banget']",0
Keren juga kamera iphone 13. Jadi pengen punya jugaðŸ˜³,"['keren', 'kamera', 'iphone', 'pengin']",0
Hapenya iphone 8 keknya deh. Keren hasil foto kameranyaðŸ‘ðŸ»,"['hapenya', 'iphone', 'kayak', 'keren', 'hasil', 'foto', 'kamera']",0
Aku kalau foto pake kamera iphone percaya bisa keren hasil fotonya,"['foto', 'pakai', 'kamera', 'iphone', 'percaya', 'keren', 'hasil', 'foto']",0
Kamera Iphone nya keren ðŸ˜„,"['kamera', 'iphone', 'keren']",0
"Keren mas hasil fotonya, pasti gegara kamera iphone impian ituuuuh ðŸ˜…ðŸ˜…ðŸ˜…","['keren', 'hasil', 'foto', 'gegara', 'kamera', 'iphone', 'impi', 'ituuuuh']",0
Sesungguhnya kamera iphone 12 pro graphite adalah keren yang sesungguhnya,"['sungguh', 'kamera', 'iphone', 'pro', 'graphite', 'keren', 'sungguh']",0
"@aylevars @luthfirkn28 @convomf kalo iPhone.. gak usah ikutan, kameranya udah juara ðŸŽ‰ I give you that.
tapi soal angle, gak semua orang jago.
ini anglenya keren banget!! pasti udah biasa hunting ya ðŸ™ŒðŸ»","['iphone', 'ikut', 'kamera', 'juara', 'give', 'angle', 'jago', 'anglenya', 'keren', 'banget', 'hunting']",0
"bukan karena pake iphone biar keren, karna speknya lebih tinggi, dan buat gw tetap akan pilih iphone karna gw puas sama hasil video dari iphone","['pakai', 'iphone', 'keren', 'speknya', 'pilih', 'iphone', 'puas', 'hasil', 'video', 'iphone']",0
